City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,mcpherson,38.3708,-97.6642,22.64,54,0,4.77,US,1693458382
368,praia da vitoria,38.7333,-27.0667,20.98,88,20,2.04,PT,1693458383
369,kodinsk,58.6881,99.1844,21.92,47,83,3.09,RU,1693458383
370,arteche,12.2645,125.4048,33.22,53,100,5.03,PH,1693458383
371,montevideo,-34.8335,-56.1674,12.01,81,0,2.06,UY,1693458383
372,kudahuvadhoo,2.6708,72.8944,27.64,75,55,4.02,MV,1693458384
373,badiyah,22.45,58.8,30.54,52,2,2.21,OM,1693458384
374,lata,40.1629,-8.3327,15.6,92,71,1.13,PT,1693458384
375,nadi,-17.8,177.4167,27.0,61,75,2.06,FJ,1693458384
376,san blas,21.5167,-105.2667,26.18,87,70,0.34,MX,1693458384
377,dayton,39.7589,-84.1916,15.18,87,0,5.14,US,1693458204
378,argo,37.6333,22.7333,25.99,66,74,2.17,GR,1693458385
379,dungarvan,52.0881,-7.6253,13.64,99,100,2.57,IE,1693458385
380,phalaborwa,-23.943,31.1411,13.6,63,0,1.21,ZA,1693458385
381,gamba,-2.65,10.0,21.83,94,80,1.57,GA,1693458385
382,cherdyn',60.403,56.4787,10.38,91,100,4.7,RU,1693458385
383,ibeto,10.4854,5.145,20.9,97,66,1.72,NG,1693458385
384,bandarbeyla,9.4942,50.8122,29.05,53,47,11.8,SO,1693458385
385,arraias,-12.9288,-46.9437,23.28,70,71,1.33,BR,1693458386
386,benjamin constant,-4.3831,-70.0311,23.07,85,40,0.86,BR,1693458386
387,walvis bay,-22.9575,14.5053,12.83,100,100,1.03,NA,1693458386
388,arakli,40.9385,40.0584,28.05,53,0,0.24,TR,1693458386
389,puerto santa,-8.9906,-78.6456,19.59,85,79,5.09,PE,1693458387
390,tofol,5.3248,163.0078,30.88,74,75,1.54,FM,1693458387
391,maceio,-9.6658,-35.7353,23.69,100,75,1.54,BR,1693458387
392,aconibe,1.2968,10.9369,19.79,99,99,0.98,GQ,1693458387
393,kralendijk,12.15,-68.2667,28.99,84,20,8.23,BQ,1693458387
394,tabas,33.5959,56.9244,32.85,19,0,0.58,IR,1693458387
395,bel ombre,-4.6167,55.4167,27.91,69,40,6.69,SC,1693458388
396,soure,-0.7167,-48.5233,26.08,80,0,3.52,BR,1693458388
397,susuman,62.7833,148.1667,19.01,55,97,11.03,RU,1693458388
398,khandyga,62.6667,135.6,25.21,42,68,3.23,RU,1693458388
399,norak,38.3892,69.3227,29.84,21,68,2.0,TJ,1693458388
400,malango,-2.9627,119.9001,29.21,45,6,2.61,ID,1693458388
401,taungdwingyi,20.0167,95.55,30.52,70,61,3.17,MM,1693458389
402,siwana,25.6333,72.4167,30.07,58,10,4.06,IN,1693458389
403,bongaree,-27.0797,153.1586,24.56,62,4,5.29,AU,1693458389
404,chinde,26.8418,88.0763,25.02,66,31,1.91,NP,1693458389
405,hilo,19.7297,-155.09,26.27,88,100,2.57,US,1693458389
406,necochea,-38.5473,-58.7368,5.49,62,0,4.96,AR,1693458390
407,barcelos,41.5388,-8.6151,18.25,89,3,1.68,PT,1693458390
408,baiyin,36.5583,104.2081,25.66,27,99,4.34,CN,1693458390
409,tyrnyauz,43.3828,42.9183,22.05,63,0,0.81,RU,1693458390
410,ingeniero jacobacci,-41.3427,-69.5448,1.32,64,51,7.35,AR,1693458390
411,fort bragg,35.139,-79.006,22.47,98,100,7.2,US,1693458221
412,lazaro cardenas,17.9583,-102.2,26.95,83,92,0.87,MX,1693458391
413,tumayr,25.7039,45.868,32.0,19,2,4.3,SA,1693458391
414,kismayo,-0.3582,42.5454,25.93,77,37,7.41,SO,1693458391
415,zayed city,24.3768,54.589,35.08,41,0,4.63,AE,1693458391
416,linqiong,30.4159,103.4609,30.9,56,56,2.31,CN,1693458391
417,artesia,33.8658,-118.0831,27.71,88,0,1.54,US,1693458392
418,genhe,50.7833,121.5167,14.95,83,96,2.16,CN,1693458392
419,vorkuta,67.5,64.0,9.84,79,93,2.63,RU,1693458393
420,mount gambier,-37.8333,140.7667,13.23,69,93,5.07,AU,1693458393
421,freetown,8.484,-13.2299,25.84,94,75,1.03,SL,1693458393
422,semey,50.4111,80.2275,18.12,82,75,5.0,KZ,1693458393
423,sanibel,26.449,-82.0223,30.01,86,12,2.68,US,1693458394
424,mersing,2.4312,103.8405,31.95,70,40,2.57,MY,1693458394
425,kiunga,-6.1219,141.2906,27.66,66,92,1.64,PG,1693458394
426,nuuk,64.1835,-51.7216,4.93,86,100,7.15,GL,1693458394
427,salinopolis,-0.6136,-47.3561,25.78,81,6,3.19,BR,1693458269
428,biloela,-24.4167,150.5,27.89,20,0,4.03,AU,1693458395
429,ad dilam,23.9915,47.1627,33.23,35,38,4.57,SA,1693458395
430,mangai,-4.05,19.5333,23.13,63,39,0.74,CD,1693458395
431,neryungri,56.6709,124.6491,23.15,40,9,2.14,RU,1693458395
432,hastinapur,29.1667,78.0167,31.93,55,0,2.33,IN,1693458395
433,dunedin,-45.8742,170.5036,13.78,48,2,1.34,NZ,1693458396
434,mawu,29.5923,107.3139,29.61,48,1,1.29,CN,1693458396
435,laguna,38.421,-121.4238,26.62,48,0,1.54,US,1693458396
436,sao vicente,-23.9631,-46.3919,19.43,26,51,1.69,BR,1693458396
437,solnechnyy,50.7214,136.6319,15.54,83,100,1.22,RU,1693458396
438,bo phloi,14.3236,99.5161,31.91,56,100,2.26,TH,1693458397
439,akdepe,42.0551,59.3788,19.05,28,0,2.85,TM,1693458397
440,san juan,-31.5375,-68.5364,13.91,34,0,6.84,AR,1693458340
441,victoria de durango,24.0333,-104.6667,16.71,89,100,2.68,MX,1693458397
442,mil'kovo,55.6078,37.7956,14.27,70,7,3.47,RU,1693458397
443,takab,36.4009,47.1133,19.91,47,4,0.04,IR,1693458398
444,aripuana,-9.1667,-60.6333,23.77,81,5,1.12,BR,1693458398
445,borogontsy,62.6683,131.1683,26.45,36,73,3.98,RU,1693458398
446,axim,4.8699,-2.2405,23.89,93,69,2.77,GH,1693458398
447,safi,32.1667,-8.8333,17.06,93,1,2.94,MA,1693458398
448,rawah,34.4816,41.9093,30.72,35,0,4.83,IQ,1693458398
449,shimoda,34.6667,138.95,31.2,65,77,3.91,JP,1693458398
450,puerto baquerizo moreno,-0.9,-89.6,24.14,82,64,6.29,EC,1693458399
451,alappuzha,9.49,76.3264,30.56,80,99,1.55,IN,1693458399
452,sisimiut,66.9395,-53.6735,3.94,84,82,11.37,GL,1693458399
453,petropolis,59.8944,30.2642,17.25,94,40,5.0,RU,1693458399
454,labytnangi,66.6572,66.4183,12.3,64,99,5.91,RU,1693458399
455,buncrana,55.1333,-7.45,11.02,91,100,2.45,IE,1693458399
456,saldanha,-33.0117,17.9442,13.03,89,95,4.41,ZA,1693458399
457,levuka,50.1834,-105.4011,15.84,48,47,1.2,CA,1693458399
458,mount isa,-20.7333,139.5,28.87,16,0,5.66,AU,1693458400
459,puerto deseado,-47.7503,-65.8938,5.92,48,1,10.47,AR,1693458110
460,polyarnyy,69.1989,33.4478,12.39,80,62,0.72,RU,1693458400
461,lerwick,60.1545,-1.1494,12.0,91,5,3.83,GB,1693458400
462,baie-comeau,49.2168,-68.1489,11.82,87,100,4.12,CA,1693458400
463,myeik,12.4333,98.6,29.33,69,95,3.1,MM,1693458400
464,greenville,35.6127,-77.3663,23.09,98,100,4.12,US,1693458238
465,kruisfontein,-34.0033,24.7314,17.56,30,38,2.47,ZA,1693458401
466,barton upon humber,53.68,-0.4377,9.43,93,20,3.09,GB,1693458401
467,torghay,49.6339,63.4981,14.78,57,70,5.96,KZ,1693458401
468,babayevo,59.3936,35.9371,14.99,84,98,3.48,RU,1693458401
469,nova xavantina,-14.6667,-52.35,25.36,69,4,0.96,BR,1693458179
470,selfoss,63.9331,-20.9971,8.91,92,100,1.32,IS,1693458402
471,calama,-22.4667,-68.9333,11.51,16,0,2.86,CL,1693458402
472,vizinga,61.0749,50.1031,11.98,72,55,1.53,RU,1693458402
473,oranjemund,-28.55,16.4333,13.17,84,75,1.11,NA,1693458402
474,san ignacio,17.1561,-89.0714,25.08,94,75,3.09,BZ,1693458403
475,wurtulla,-26.7568,153.1256,26.83,71,8,2.24,AU,1693458403
476,galesong,-5.3166,119.3661,33.01,55,37,4.26,ID,1693458403
477,el granada,37.5027,-122.4694,24.05,78,0,5.66,US,1693458403
478,maiurno,13.4167,33.6667,24.3,77,97,4.38,SD,1693458403
479,aldama,22.9167,-98.0667,25.21,82,15,1.36,MX,1693458403
480,piti village,13.4626,144.6933,28.17,95,100,5.66,GU,1693458403
481,forster,-32.1667,152.5167,19.6,71,54,5.37,AU,1693458403
482,malanje,-9.5402,16.341,15.75,33,0,1.11,AO,1693458403
483,san agustin de valle fertil,-30.6335,-67.4682,13.45,34,1,2.2,AR,1693458403
484,brilon,51.4,8.5833,9.96,96,56,3.02,DE,1693458404
485,taoudenni,22.6783,-3.9836,35.85,26,3,2.98,ML,1693458404
486,ogulin,45.2661,15.2286,13.11,99,100,1.25,HR,1693458404
487,vigan,17.5747,120.3869,28.29,77,100,8.87,PH,1693458404
488,hastings,50.8552,0.5729,13.07,43,81,2.63,GB,1693458163
489,thomasville,35.8826,-80.082,23.37,88,100,0.89,US,1693458229
490,ellsworth,44.5434,-68.4195,17.52,97,0,3.09,US,1693458167
491,ponta delgada,37.7333,-25.6667,21.4,88,20,1.03,PT,1693458404
492,brookhaven,31.5791,-90.4407,24.81,53,1,2.44,US,1693458404
493,geraldton,-28.7667,114.6,32.23,19,0,2.06,AU,1693458256
494,moyale,3.5167,39.0584,19.8,66,62,5.97,KE,1693458405
495,athens,37.9795,23.7162,25.87,57,20,2.24,GR,1693457889
496,tobruk,32.0836,23.9764,25.51,72,0,5.28,LY,1693458405
497,san pedro pochutla,15.7333,-96.4667,25.4,92,86,1.75,MX,1693458293
498,mishelevka,52.8575,103.1719,24.3,49,100,4.48,RU,1693458405
499,campbellton,48.0075,-66.6727,11.96,96,88,4.6,CA,1693458405
500,withernsea,53.7311,0.0335,9.5,80,81,2.43,GB,1693458405
501,khost,33.3395,69.9204,29.31,39,0,1.81,AF,1693458405
502,nyurba,63.2842,118.3319,23.68,43,97,5.27,RU,1693458405
503,rosarito,32.3333,-117.0333,22.41,66,13,1.65,MX,1693458405
504,baise city,23.8997,106.6133,30.49,46,2,1.98,CN,1693458406
505,makinsk,52.6292,70.4169,13.04,64,78,8.79,KZ,1693458406
506,streator,41.1209,-88.8354,13.36,72,0,3.35,US,1693458406
507,gobabis,-22.45,18.9667,14.11,29,55,5.47,NA,1693458406
508,george town,5.4112,100.3354,31.08,86,40,2.24,MY,1693458332
509,puerto lopez,4.0845,-72.956,24.22,85,2,1.71,CO,1693458406
510,susangerd,31.5608,48.1831,36.79,19,0,5.09,IR,1693458406
511,kristiansund,63.1115,7.732,11.36,100,100,2.06,NO,1693458407
512,hadibu,12.65,54.0333,27.37,74,30,7.97,YE,1693458407
513,sao paulo de olivenca,-3.3783,-68.8725,24.24,78,21,0.92,BR,1693458407
514,mancio lima,-7.6142,-72.8958,24.04,100,0,0.0,BR,1693458394
515,prymors'k,46.7348,36.3443,23.8,46,0,6.41,UA,1693458407
516,puerto quijarro,-17.7833,-57.7667,28.61,51,58,1.42,BO,1693458407
517,saint-pierre,-21.3393,55.4781,23.65,83,75,2.57,RE,1693458407
518,burlington,39.8835,-74.6413,21.51,72,0,3.09,US,1693458407
519,bardai,11.65,7.2333,20.82,97,99,3.69,NG,1693458407
520,portland,45.5234,-122.6762,21.97,73,40,3.09,US,1693457934
521,sfizef,35.2346,-0.2444,19.07,68,1,1.07,DZ,1693458408
522,pacific grove,36.6177,-121.9166,19.58,82,0,2.24,US,1693458408
523,macapa,0.0389,-51.0664,26.99,83,40,1.03,BR,1693458313
524,dakhla,23.6848,-15.958,20.8,86,51,6.27,EH,1693458408
525,mawlaik,23.6333,94.4167,34.43,53,36,0.81,MM,1693458408
526,lanzhou,36.0564,103.7922,26.66,28,100,3.04,CN,1693458408
527,reggane,26.7158,0.1714,34.23,26,30,3.08,DZ,1693458408
528,hamilton,39.1834,-84.5333,16.67,80,0,2.68,US,1693458294
529,tromso,69.6496,18.957,10.21,100,100,2.06,NO,1693458408
530,tynda,55.1667,124.7167,23.38,49,100,0.81,RU,1693458408
531,porto novo,6.4965,2.6036,23.96,93,100,2.25,BJ,1693458408
532,yoloten,37.2989,62.3597,25.12,15,0,3.81,TM,1693458409
533,coronel dorrego,-38.7187,-61.2873,8.45,38,21,6.2,AR,1693458409
534,prineville,44.2999,-120.8345,17.06,55,100,0.0,US,1693458409
535,kikwit,-5.041,18.8162,22.7,43,0,0.71,CD,1693458409
536,flying fish cove,-10.4217,105.6791,26.82,78,75,6.17,CX,1693458409
537,sabha,27.0377,14.4283,29.49,30,8,4.02,LY,1693458409
538,vurnary,55.4904,46.9648,15.5,60,66,4.67,RU,1693458409
539,opuwo,-18.0607,13.84,17.91,32,14,2.22,NA,1693458409
540,wanning,18.8003,110.3967,29.31,81,100,3.05,CN,1693458409
541,djambala,-2.5447,14.7533,20.7,81,6,1.83,CG,1693458409
542,crucecita,-28.95,-58.9833,17.42,65,0,2.57,AR,1693458410
543,yantzaza,-3.8278,-78.7594,19.78,86,57,0.2,EC,1693458410
544,lodwar,3.1191,35.5973,25.89,54,62,6.53,KE,1693458140
545,cape coast,5.1053,-1.2466,23.62,94,78,3.21,GH,1693458410
546,merizo village,13.2658,144.6691,27.99,90,100,8.79,GU,1693458410
547,norilsk,69.3535,88.2027,8.57,57,51,1.82,RU,1693458311
548,praia,14.9215,-23.5087,26.3,89,40,4.63,CV,1693458410
549,fort st. john,56.2499,-120.8529,15.96,59,77,3.04,CA,1693458410
550,port blair,11.6667,92.75,26.02,94,100,2.57,IN,1693458410
551,guardo,42.7897,-4.8482,7.58,78,4,1.61,ES,1693458411
552,nuku'alofa,-21.1333,-175.2,23.19,78,75,3.6,TO,1693458411
553,shush,32.1942,48.2436,35.72,19,0,2.15,IR,1693458411
554,san pablo,14.0669,121.3258,31.06,59,100,5.11,PH,1693458411
555,cockburn town,21.4612,-71.1419,29.07,83,100,8.27,TC,1693458411
556,bermejo,-32.8833,-68.8,11.73,40,12,2.86,AR,1693458411
557,taghazout,30.5426,-9.7112,20.43,91,0,0.86,MA,1693458412
558,tosontsengel,48.7567,98.2839,19.81,46,100,0.43,MN,1693458412
559,ghanzi,-21.5667,21.7833,11.41,42,2,3.55,BW,1693458412
560,cabrobo,-8.5142,-39.31,23.77,67,0,5.2,BR,1693458167
561,luang prabang,19.8856,102.1347,33.33,52,60,0.13,LA,1693458412
562,mossel bay,-34.1831,22.146,13.96,90,67,4.71,ZA,1693458412
563,soio,-6.1349,12.3689,22.41,91,100,2.74,AO,1693458259
564,kokpekty,48.75,82.4,25.67,39,98,2.53,KZ,1693458413
565,clinton,42.587,-82.9199,14.01,88,0,2.57,US,1693458413
566,muisne,0.6,-80.0333,25.38,88,81,4.86,EC,1693458413
567,sauteurs,12.2167,-61.6333,28.34,76,36,7.33,GD,1693458413
